#class tools::histo::h1d
#title Layer total energy
#dimension 1
#axis fixed 5 0.5 5.5
#annotation axis_x.title 
#bin_number 7
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
100,11618.5,1.49202e+06,11618.5,11618.5
100,4608.73,269742,9217.46,18434.9
100,1392.82,41527.7,4178.45,12535.4
100,336.512,3679.25,1346.05,5384.2
100,121.961,953.381,609.805,3049.02
0,0,0,0,0
