#class tools::histo::h1d
#title Layer total energy
#dimension 1
#axis fixed 5 0.5 5.5
#annotation axis_x.title 
#bin_number 7
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
1000,2.44755e+06,7.50708e+09,2.44755e+06,2.44755e+06
1000,1.06084e+07,1.38789e+11,2.12168e+07,4.24336e+07
1000,1.17578e+07,1.75933e+11,3.52735e+07,1.05821e+08
1000,7.22573e+06,7.09764e+10,2.89029e+07,1.15612e+08
1000,3.20443e+06,1.5576e+10,1.60222e+07,8.01108e+07
0,0,0,0,0
