#class tools::wcsv::ntuple
#title Deposited energy
#separator 44
#vector_separator 59
#column double Generated
#column double Layer1
#column double Layer2
#column double Layer3
#column double Layer4
#column double Layer5
15000,1130.82,3130.46,2690.71,1828.37,494.893
15000,949.977,2880.32,2653.13,1647.34,603.595
15000,2735.27,3855.92,1859.64,641.912,159.689
15000,519.475,1210.07,3077.53,2889.54,1051.42
15000,2214.01,4129.75,1867.8,988.443,190.259
15000,2127,3360.15,2241.53,1126.33,337.759
15000,1966.14,3349.19,2640.45,904.765,169.122
15000,2147.63,2719.06,1737.52,1096.02,1014.12
15000,1458.37,4284.65,2313.21,899.716,239.325
15000,1470.51,3678.22,2500.12,1051.75,349.38
15000,1577.79,3971.28,2393.44,849.385,295.174
15000,1328.98,3752,2378.68,1108.74,318.512
15000,716.481,3413.98,3090.02,1148.42,687.473
15000,1696.96,2623.1,1757.77,2118.81,854.733
15000,2017.82,2750.46,2198.14,1359.76,670.946
15000,1436.79,3696.89,3315.69,788.451,207.878
15000,1779.83,3931.02,1843.49,639.634,542.762
15000,1044.88,3364.87,2891.83,1461.72,266.298
15000,1556.57,3926.24,2512,770.343,276.887
15000,1049.37,4012.28,2937.05,1009.42,220.725
15000,103.267,2138.95,3873.82,2118.87,581.176
15000,1284.86,3474.55,2540,1207.65,431.995
15000,1468.7,3245.22,3023.83,1159.17,295.464
15000,906.239,3969.22,2547.24,1281.13,389.485
15000,1809.55,3891.05,2115.14,876.251,287.814
15000,1873.52,4164.98,2232.63,688.093,206.266
15000,1682.85,3582,1719.82,1385.77,687.54
15000,1752.66,3310.09,2236.25,1033.83,406.204
15000,1902.7,3903.56,2375.34,731.613,441.189
15000,515.766,1801.01,3594.79,2286.55,771.305
15000,1098.37,1996.97,2688.5,1996.17,951.216
15000,1526.88,3827.92,2421.79,959.767,245.908
15000,1522.85,3669.93,2627.38,833.713,262.13
15000,1614.61,3822.19,2326.42,941.727,302.094
15000,1056.53,2790.64,3053.33,1485.11,328.085
15000,1082.87,3518.08,2927.91,1238.5,433.21
15000,1270.34,3656.93,2910.59,966.78,247.95
15000,1140.38,3731.04,2881.29,1139.53,398.281
15000,2373.4,4037.1,1959.06,848.313,186.295
15000,871.078,3708.12,2761.07,1238.71,351.085
15000,2034.4,4447.36,1887.88,673.008,222.403
15000,2481.06,4160.49,1912.27,556.045,160.871
15000,1910.14,3949.13,2317.06,704.118,190.023
15000,733.676,3156.6,2682.35,1690.86,602.918
15000,1636.27,4443.71,1973.2,839.066,311.527
15000,1502.46,3607.03,2350.5,1214.27,343.469
15000,1031.17,1777.58,2686.77,2403.17,908.332
15000,1955.47,4080.17,1604.69,910.224,248.668
15000,1436.69,3074.64,2547.47,1443.8,444.435
15000,1552.14,3370.05,2467.49,1374.54,381.213
15000,1583.92,2917.32,3075.89,1285.48,408.626
15000,1886.71,3390.14,2075.04,1014.97,396.157
15000,1533.01,3584.95,2605.43,1001.76,271.979
15000,1440.38,3578.37,2494.1,1320.85,636.036
15000,1398.07,3531.34,2758.64,1054.88,273.396
15000,1693.92,3927.58,2648.26,645.335,300.971
15000,951.986,3211.21,3002.96,1278.52,458.423
15000,1505.49,3145.63,2325.76,1522.56,690.333
15000,1805.43,3357.01,1767.66,1262.56,558.17
15000,1737.86,2420.25,2399.87,1148.7,899.543
15000,1146.29,3451,2908.91,1152.93,508.096
15000,619.109,676.531,3060.78,2708.39,1266.65
15000,2267.12,3429.12,1951.92,585.012,235.39
15000,1149.06,3331.3,2443,1329.45,607.082
15000,1801.1,3956.56,2229.3,908.121,308.589
15000,2243.08,3723.27,2138.64,848.929,300.203
15000,2426.03,4137.12,1974.38,454.214,144.622
15000,875.967,2798.89,3217.21,1299.44,739.267
15000,2169.45,3597.66,2311.02,736.176,261.45
15000,1221.49,4295.12,2416.57,860.502,214.062
15000,1689.95,3941.32,2517.26,944.093,164.183
15000,1869.18,3599.46,2326.93,830.832,274.948
15000,1194.42,2862.36,3207.67,1273.65,450.145
15000,962.467,2742.99,2848.25,1490.48,530.856
15000,1106.9,3975.9,2378.34,968.155,531.865
15000,1708.99,3629.01,2496.58,928.768,274.959
15000,1065.95,3121.86,2240.21,1526.07,864.283
15000,1365.48,4047.2,2369.91,966.144,382.12
15000,977.721,2801.64,2831.16,1767.34,594.195
15000,481.912,865.675,3706.8,2573.97,890.918
15000,798.734,2761.6,3153.99,1317.42,692.868
15000,774.919,3901.85,2657.78,1355.24,524.624
15000,568.27,3710.69,2918.21,1423.97,439.65
15000,421.599,2757.02,3951.77,1261.98,602.526
15000,1465.57,3471.91,2763.78,978.386,371.828
15000,1795.3,4026.19,2354.17,905.093,152.69
15000,1049.22,2437.45,3406.22,1679.27,754.853
15000,661.205,3150.92,3124.04,1434.89,388.622
15000,1353.27,3133.63,3171.16,1212.75,380.515
15000,866.311,4738.42,2578.65,956.191,250.275
15000,858.742,3884.28,2430.54,1439.27,459.159
15000,847.633,2536.17,2893.95,1969.58,699.519
15000,2164.11,3817.84,2186.59,640.355,264.154
15000,788.568,3167.7,3080.42,1173.23,561.618
15000,861.542,2600.69,3176.26,2120.48,600.967
15000,1427.49,2076.33,1850.68,2402.41,878.598
15000,776.864,3821.17,2645.43,1273.19,566.561
15000,1474.41,3620.3,2917.87,871.462,205.869
15000,1374.76,4605.61,2209.26,875.867,294.517
15000,2604.16,3497.6,2222.58,640.63,258.498
15000,1936.23,3811.22,2037.1,1062.72,313.278
15000,1523.89,3836.86,2518.7,836.13,400.847
15000,1823.74,3494.4,2596.1,989.044,312.274
