#class tools::wcsv::ntuple
#title Tracker 1 coordinates
#separator 44
#vector_separator 59
#column int EventNumber
#column double Phi
#column double Theta
1,-2.44766,0.928364
1,0.710357,2.21319
2,-1.70382,2.21227
2,1.45424,0.929303
3,0.335436,2.18246
3,0.335434,2.18246
3,0.335561,2.1825
3,0.335563,2.1825
3,0.345711,2.18856
3,0.345635,2.18866
3,0.345586,2.18867
3,0.338577,2.18902
3,0.338477,2.18897
3,0.338397,2.1889
3,0.338285,2.18884
3,0.338178,2.18881
3,0.338114,2.18874
3,0.338189,2.18872
3,0.33829,2.18868
3,0.338391,2.18861
3,0.338486,2.18856
3,0.338566,2.18849
3,0.338582,2.18842
3,0.338613,2.18841
3,0.339557,2.18644
3,0.339556,2.18644
3,0.339556,2.18644
3,0.339552,2.18644
3,0.339549,2.18644
3,0.339546,2.18644
3,0.339544,2.18644
3,0.339541,2.18644
3,0.339537,2.18644
3,0.339534,2.18644
3,0.339531,2.18644
3,0.339528,2.18645
3,0.339529,2.18645
3,0.339527,2.18644
3,0.339527,2.18643
3,-2.79008,0.95915
4,0.71049,2.0438
4,-2.41635,1.09804
5,-1.87574,1.99457
5,1.28031,1.147
6,2.63361,1.62829
6,-0.494549,1.51318
13,-2.69356,1.46102
13,-2.69356,1.46102
13,-2.69364,1.46101
13,-2.68526,1.46179
13,-2.68535,1.4619
13,-2.68552,1.46198
13,-2.68562,1.46207
13,-2.68778,1.46281
13,-2.68779,1.46281
13,-2.69166,1.46382
13,-2.69174,1.46385
13,-2.6918,1.46389
13,-2.6918,1.46389
13,-2.6918,1.46389
13,-2.69242,1.46443
13,-2.69245,1.46447
13,-2.69244,1.4645
13,-2.69243,1.46453
13,-2.69242,1.46456
13,-2.69237,1.46459
13,-2.69232,1.46457
13,-2.6923,1.46457
13,-2.69228,1.46458
13,-2.69228,1.46458
13,-2.68867,1.46669
13,-2.68867,1.4667
13,-2.68866,1.4667
13,-2.68867,1.4667
13,-2.68866,1.4667
13,-2.68861,1.46668
13,-2.68853,1.46669
13,-2.6885,1.46668
13,0.455309,1.67694
14,-1.47135,0.880295
14,1.68731,2.26127
15,1.70922,2.30076
15,1.70917,2.3008
17,-0.252998,1.29624
17,-0.253001,1.29624
17,-0.252829,1.29624
17,-0.247433,1.29443
17,-0.247104,1.29454
17,-0.246975,1.29457
17,-0.246628,1.29474
17,-0.246628,1.29474
17,-0.240511,1.29626
17,-0.240491,1.29626
17,-0.240509,1.29628
17,-0.240558,1.2963
17,-0.240642,1.2963
17,-0.24074,1.29637
17,-0.240813,1.29642
17,-0.240866,1.29648
17,-0.24088,1.29654
17,-0.240869,1.29657
17,-0.240914,1.29663
17,-0.24096,1.2966
17,-0.240961,1.29661
17,-0.241052,1.2966
17,2.90233,1.84537
18,-1.85944,2.29915
18,1.29981,0.842413
20,0.894838,1.82122
20,-2.23317,1.32035
23,-0.243974,1.41726
23,2.91097,1.72436
24,-1.44648,1.34841
24,1.70863,1.7932
25,-1.63137,0.933523
25,1.52653,2.20804
26,-2.66156,0.821895
27,-2.92123,1.88407
27,0.206461,1.25748
30,-0.0470614,1.74286
30,3.08121,1.39867
32,2.00969,1.895
32,-1.11803,1.24659
33,-1.32297,1.07292
33,1.79413,2.05925
34,1.87936,1.78977
34,-1.24871,1.35183
35,-2.13683,1.99517
35,0.990344,1.14642
37,-2.95996,0.866741
37,-2.95996,0.866741
37,-2.95981,0.866722
37,-2.95974,0.866725
37,-2.95971,0.866724
37,-2.95336,0.864549
37,-2.95329,0.864508
37,-2.95322,0.864472
37,-2.95317,0.864463
37,-2.95313,0.864466
37,-2.95322,0.864442
37,-2.95326,0.864429
37,-2.95869,0.865202
37,-2.9587,0.865225
37,-2.95872,0.865252
37,-2.95872,0.865262
37,-2.95875,0.865312
37,-2.95885,0.865352
37,-2.95889,0.86544
37,-2.95894,0.865502
37,-2.95893,0.865501
37,0.164135,2.2749
38,2.44566,1.67487
38,-0.682689,1.46674
40,-0.546026,1.25715
40,2.61164,1.8822
41,-1.24464,1.79842
41,1.91049,1.34318
41,1.91049,1.34318
41,1.91052,1.34319
41,1.91055,1.34318
41,1.91056,1.34317
41,1.91064,1.34319
41,1.91069,1.34315
41,1.91065,1.34321
41,1.91066,1.34324
41,1.91067,1.34327
42,1.05772,1.37183
42,1.05772,1.37183
42,1.05777,1.37179
42,1.0578,1.37173
42,1.05784,1.37167
42,1.05792,1.3717
42,1.05795,1.37169
42,1.05797,1.37169
42,1.058,1.37166
42,1.05801,1.37163
42,1.05799,1.37159
42,1.05796,1.37153
42,1.05794,1.37152
42,1.05794,1.37155
42,1.05794,1.37157
42,1.05796,1.37157
42,1.05797,1.37157
42,-2.09727,1.76979
44,-1.51151,1.25388
44,1.61625,1.88774
44,1.61624,1.88774
44,1.6162,1.88763
44,1.61614,1.88753
44,1.6161,1.88746
44,1.6161,1.88746
45,1.0283,1.99869
45,-2.09884,1.14287
47,2.80716,1.99667
47,-0.350571,1.14527
48,-1.19299,1.1059
48,1.96335,2.0357
49,-2.57531,1.69273
49,0.579619,1.44963
51,-1.38891,0.996155
51,1.76837,2.14545
52,-2.58311,2.19225
52,0.574728,0.949338
53,-0.271621,1.48481
53,2.88322,1.65676
54,2.58778,2.15322
54,2.58778,2.15322
54,2.58779,2.1532
54,2.58779,2.1532
54,2.58779,2.1532
54,2.58779,2.15321
54,2.5878,2.15322
54,2.5878,2.15323
54,2.58779,2.15324
54,2.5878,2.15325
54,2.58781,2.15327
54,2.58782,2.15329
54,2.58784,2.15332
54,-0.538052,0.98837
55,1.7639,1.04423
55,-1.36244,2.09739
56,1.88658,1.80564
56,-1.24145,1.33593
58,2.73001,2.05866
58,-0.238821,1.21674
58,-0.42649,1.08291
59,-0.0582322,2.14541
59,3.09907,0.996214
61,0.238301,1.89118
61,-2.88941,1.25041
62,1.82343,1.29038
62,-1.33186,1.85127
64,1.80419,1.45666
64,-0.592949,2.09902
65,0.667273,1.57341
65,-2.32337,1.52344
65,-2.32346,1.52351
65,-2.46114,1.56818
67,2.56899,1.35618
67,-0.559072,1.78538
71,-0.419486,2.01583
71,-2.73969,1.09901
71,2.70751,1.12576
71,2.70751,1.12576
71,2.70757,1.12572
71,2.70758,1.12572
72,-2.53304,1.33073
72,0.622131,1.81087
75,-0.586017,1.02007
75,2.59124,2.13931
78,0.440602,2.33396
78,-2.68972,0.797894
80,-0.984395,1.98949
80,-0.984395,1.98949
80,-0.984401,1.98949
80,-0.981436,1.9963
80,-0.981459,1.99631
80,-0.981483,1.99633
80,-0.981509,1.99635
80,-0.981542,1.99638
80,-0.981589,1.99642
80,-0.981556,1.99648
80,-0.981567,1.9965
80,2.17164,1.15211
81,1.87751,1.55042
81,2.23191,1.08556
81,2.23186,1.08552
81,-1.2509,1.59118
82,0.230472,2.31796
82,-2.89422,0.824297
83,-0.183662,1.45357
83,2.97123,1.68799
85,-2.51416,1.65849
85,0.640685,1.4831
86,-1.32621,1.18113
86,1.82966,1.9605
88,1.96338,1.7785
88,-1.16555,1.3621
89,2.51685,2.05741
89,2.51685,2.05741
89,2.51687,2.05742
89,2.51694,2.05743
89,2.51697,2.05747
89,-0.639724,1.08417
91,-1.67858,1.99764
91,1.47747,1.14397
91,1.47747,1.14397
91,1.47743,1.14396
91,1.47739,1.14399
91,1.4773,1.14401
91,1.47723,1.14397
