#class tools::wcsv::ntuple
#title Tracker 2 coordinates
#separator 44
#vector_separator 59
#column int EventNumber
#column double Phi
#column double Theta
1,-2.45591,0.92836
1,0.718562,2.21321
2,-1.71205,2.21229
2,1.46245,0.929323
3,0.327378,2.18247
3,-2.78199,0.959131
4,0.703045,2.04384
4,-2.40894,1.09803
5,-1.88296,1.99458
5,1.28754,1.14697
5,1.28754,1.14697
5,1.28754,1.14697
5,1.2875,1.14699
5,1.28748,1.147
5,1.28746,1.14701
5,1.28752,1.14698
5,1.28749,1.14699
5,1.28746,1.14702
5,1.28745,1.14706
5,1.28742,1.14708
5,1.2874,1.14708
5,1.28737,1.14707
5,1.28734,1.14706
5,1.28734,1.14706
6,2.62703,1.62829
6,-0.517923,1.54227
6,-0.519203,1.54064
6,-0.518643,1.54027
6,-0.518643,1.54027
6,-0.518642,1.54027
6,-0.518642,1.54027
6,-0.518643,1.54027
6,-0.518643,1.54027
6,-0.518644,1.54027
6,-0.518644,1.54027
6,-0.518643,1.54027
6,-0.487903,1.51315
13,-2.70017,1.46102
13,0.461983,1.67694
13,0.461985,1.67694
13,0.461935,1.67698
13,0.475834,1.68085
13,0.464006,1.68402
13,0.469789,1.69221
13,0.469854,1.69225
13,0.470066,1.69247
13,0.470107,1.69271
13,0.470109,1.69273
13,0.468813,1.69449
13,0.468805,1.6945
13,0.468797,1.6945
13,0.468784,1.69451
13,0.468779,1.69452
13,0.468771,1.69453
13,0.468753,1.69455
13,0.468753,1.69455
13,0.468732,1.69456
13,0.468723,1.69456
13,0.468721,1.69456
13,0.468732,1.69456
13,0.468742,1.69456
13,0.468744,1.69456
13,0.46874,1.69457
13,0.468735,1.69457
13,0.468701,1.69459
13,0.469917,1.69226
13,0.469949,1.69222
13,0.469959,1.69219
13,0.469976,1.69218
13,0.469987,1.69218
13,0.468551,1.69018
13,0.468559,1.69018
13,0.467411,1.69035
13,0.467418,1.69034
13,0.465828,1.68716
13,0.465837,1.68715
13,0.465844,1.68714
13,0.465856,1.68714
13,0.465867,1.68713
13,0.465877,1.68713
13,0.465047,1.68752
13,0.465051,1.68752
13,0.465056,1.68752
13,0.465063,1.68752
13,0.46507,1.68751
13,0.46508,1.68751
13,0.465094,1.68749
13,0.465096,1.68746
13,0.465083,1.68744
14,-1.4799,0.880274
14,1.69588,2.26131
17,-0.25988,1.29624
17,2.90914,1.84535
18,-1.86828,2.29915
18,-1.86828,2.29915
18,-1.86828,2.29914
18,-1.86829,2.29913
18,-1.86828,2.2991
18,-1.86825,2.29913
18,-1.86825,2.29914
18,1.30867,0.842375
20,0.888024,1.82121
20,-2.22636,1.32034
23,-0.250641,1.41727
23,2.91765,1.72438
23,2.91765,1.72438
23,2.91765,1.72438
23,2.91765,1.72438
23,2.91765,1.72437
23,2.91765,1.72437
23,2.91803,1.72362
23,2.91803,1.72362
23,2.91803,1.72361
23,2.91803,1.72361
23,2.91845,1.72315
23,2.91845,1.72315
23,2.91845,1.72315
23,2.91845,1.72314
23,2.91845,1.72314
23,2.91845,1.72314
23,2.91845,1.72314
23,2.91846,1.72314
23,2.91846,1.72313
23,2.91846,1.72313
23,2.91846,1.72313
23,2.91846,1.72312
23,2.91846,1.72312
23,2.91846,1.72312
23,2.91846,1.72312
23,2.91906,1.72331
23,2.91906,1.72331
23,2.91906,1.72331
23,2.91906,1.72331
23,2.91906,1.72331
23,2.91906,1.72331
23,2.91906,1.72331
23,2.91906,1.72331
24,-1.45322,1.34843
24,-1.45322,1.34843
24,-1.45322,1.34842
24,-1.45322,1.34842
24,-1.45322,1.34842
24,-1.45322,1.3484
24,-1.45319,1.34842
24,-1.45316,1.34847
24,-1.45313,1.3485
24,1.7154,1.79327
24,1.7154,1.79327
24,1.71539,1.79327
24,1.71539,1.79327
24,1.71538,1.79327
24,1.71538,1.79327
24,1.71611,1.79406
24,1.71611,1.79406
24,1.7161,1.79406
24,1.7161,1.79407
24,1.71609,1.79407
24,1.71609,1.79407
24,1.71608,1.79407
24,1.71607,1.79407
24,1.71607,1.79408
24,1.71605,1.79409
24,1.71605,1.7941
24,1.71606,1.7941
24,1.71606,1.7941
24,1.71607,1.79411
24,1.71607,1.79411
24,1.71607,1.79411
24,1.71677,1.7946
24,1.71677,1.7946
24,1.71677,1.7946
24,1.71677,1.7946
24,1.71677,1.7946
24,1.71676,1.79461
24,1.71676,1.79461
24,1.71676,1.79461
