#class tools::histo::h1d
#title Layer total energy
#dimension 1
#axis fixed 5 0.5 5.5
#annotation axis_x.title 
#bin_number 7
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
20,217.218,16689.8,217.218,217.218
20,252.455,26963.6,504.909,1009.82
20,336.695,38791.4,1010.09,3030.26
20,215.24,17951.6,860.96,3443.84
20,156.148,12073.1,780.741,3903.71
0,0,0,0,0
