#class tools::histo::h1d
#title Layer total energy
#dimension 1
#axis fixed 5 0.5 5.5
#annotation axis_x.title 
#bin_number 7
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
1000,1.10625e+06,1.43474e+09,1.10625e+06,1.10625e+06
1000,2.37473e+06,5.86922e+09,4.74945e+06,9.49891e+06
1000,1.60096e+06,2.69424e+09,4.80289e+06,1.44087e+07
1000,720986,6.16358e+08,2.88394e+06,1.15358e+07
1000,257293,9.52038e+07,1.28647e+06,6.43233e+06
0,0,0,0,0
