#class tools::histo::h1d
#title Layer total energy
#dimension 1
#axis fixed 5 0.5 5.5
#annotation axis_x.title 
#bin_number 7
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
100,1147.56,99877.4,1147.56,1147.56
100,1279.95,100597,2559.91,5119.81
100,1352.02,117332,4056.05,12168.2
100,1145.3,106901,4581.19,18324.8
100,1243.12,132879,6215.6,31078
0,0,0,0,0
